name,content
A53,The talent acquisition process involves complex interactions between potential job seekers and the enterprises that seek to ultimately employ them Although both parties are aligned to produce an optimal outcome the emergence of social media technologies and a workforce adept at using them offers new challenges for companies At the same time studies of millennials reveal that they are a large demographic currently seeking employment and that one of their characteristics is a valuesorientation Just as talent managers are recognising the changing attitudes of their potential workforce companies are becoming aware that they need to seek talent proactively rather than relying on traditional job postings Social media strategies provide opportunities for companies to reach out to today’s job seekers by using new types of engagement through direct contact and personalization This paper investigates opportunities and challenges in utilising social media during the recruitment process based on the Elaboration Likelihood Model and the understand deliver measure cycle We present two case studies with a large and mid sized firm to illustrate how companies can utilise social media to create a value proposition for job seekers and personalise content to enhance talent acquisition
A54,Suppliers in business markets are increasingly providing complex offerings which is reflected in concepts like hybrid offerings servitization and solution business Such complex offerings are characterized by value propositions in which the value that emerges throughout the entire customer usage cycle builds the core element To secure and increase this value in use as perceived by the customers suppliers need to establish activities of value in use management This value in use management comprises monitoring the delivery of the promised value and enhancing customer value in use throughout the entire lifecycle of a complex offering This article investigates which value in use management activities are currently implemented by suppliers how these activities are linked to other business processes and what differences in value in use management activities exist between various types of complex offerings By addressing these questions this research contributes to literature by exploring post deployment processes that affect value in use customer experience when using complex offerings Moreover from a managerial perspective it reveals in which constellations measures of value in use management are currently implemented in practice and therefore are of particular importance Furthermore the results of the study may serve as a starting point to elucidate how measures of value in use management can be implemented successfully
A55,The aim of this article is to explore whether the ecosystem approach is required to understand the new service model of crowdfunding The value proposition approach offers different interpretations for each of the eight levels of value co creation as seen in the service ecosystem A qualitative multiple case study approach is used to analyze the two most representative crowdfunding platforms in Spain Verkami and La´nzanos in terms of the amounts of funds provided This article offers an analysis of specific cases of crowdfunding in the arts and cultural sector through the biggest platforms in Spain The sampling design could be improved by including the experiences of crowdfunding projects in other countries in the analysis The findings could assist service managers and practitioners to improve planning of value cocreation through the value propositions approach with a variety of actors within the service ecosystem This article is a contribution to the development of service dominant logic in relation to FP 7 and FP 10 Managerial contributions include the development of a crowdfunding service ecosystem model for arts managers which offers not only a method of generating finance or economic value but also opportunities for strengthening bonds with customers and other stakeholders This article is unique in that it integrates value proposition categories in micro meso and macrocontexts and analyzes the different kinds of cocreation that exist in the crowdfunding context
A56,The transition toward the sustainability driven circular economy is emerging across global markets The circular economy refers to a regenerative and restorative economic system that aims to optimize resource usage and reduce waste and offers potential to innovate novel value creation opportunities in B2B markets However how the value creation opportunities in circular economy are captured in supplier firms’ customer value propositions remains underexplored To address this critical gap we develop a theoretical framework that illustrates the architecture of CVPs and use it to conduct an extensive multiple case study across several industries offering types and firm sizes analyzing 74 documented CVPs in the Finnish circular economy The results reveal that CVPs in the circular economy embody four alternative value creation logics that are built on different forms of innovations and highlight different design elements This study advances current marketing theory by illustrating how suppliers articulate CVPs in the circular economy and highlighting the key differences to prevailing insights from linear economy For managers this study offers important insights into designing CVPs that resonate with circular economy–oriented customers and broader stakeholders
A57,Managers need to be able to identify and develop their organizations dynamic capabilities for value creation opportunities Although earlier dynamic capabilities literature has highlighted the importance of market creation it has not examined dynamic capabilities and value propositions development process Utilizing a modified steering wheel tool and a longitudinal case of a multinational enterprise MNE in ship building industry we mapped the joint development of dynamic capabilities and value propositions Our analysis revealed the developments to be accumulative and pathdependent With this study we contribute to dynamic capabilities MNE and process research Furthermore we unearth critical events and paths for managers guiding their companies through the service business development process in our everglobalizing world
A58,To perform new technologybased firms NTBFs need to develop value for customers that distinguish them from others in the market Therefore the development of noveltyoriented value propositions are important and may be influenced by several factors We argue that the propensity to become more noveltyoriented can be influenced by an internal drive to grow growth orientation and by external contributions business networks Hence the purpose of this paper is to analyse how business networks and growth orientation effects on the novelty orientation of NTBF value propositions Based on survey data from 401 NTBFs founded between 2013 and 2015 in the nascent startup phase noveltyoriented value propositions of NTBFs positively relate to informal management networks as well as founders attitudes towards growth Thus such networks and attitudes from founders should be supported in the very early phases of startup if novelty orientation is to be preferred as a performance determinant
A59,Abstract Employer branding has drawn the maximum attention of researchers and industry practitioners in recent days Retaining and attracting current and potential employees essentially require the employers to understand the work value preferences of employees which vary across time and culture This paper has twin objectives a to identify the value proposition frameworks for internal and external employer branding from work value preferences of Indian workforce; and b to analyse the effects of demographic variables and their interactional effects on work value preferences of employees Data were collected from 302 Indian employees from different Indian organisations Findings suggested sixfactor model for internal employer branding and fivefactor model for external employer branding Further analyses MANOVA for demographic variables and their interactional effects on work value preferences also revealed significant findings Value proposition framework and their policy implications in Indian context are discussed in detail
A60,Managers often struggle to determine why their firm is underperforming relative to its rivals This article outlines how managers and consultants can use an existing strategy tool Kim and Mauborgnes strategy canvas to robustly test whether their firm is underperforming because it is 1 properly executing the wrong value propositions delivery or 2 failing to properly execute the right customer value propositions delivery Once the issues with the firms value proposition and its delivery activities are correctly diagnosed the strategic value curve analysis tool assists in developing recommendations to improve the firms profitability The article concludes by describing how the authorssuccessfully used the toolto help a consulting client complete a review of its strategy
A61,In a very insightful paper Eggert Ulaga Frow and Payne 2018 provide the historical evolution of customer value from value in exchange to value in use and how this has dramatically changed the nature and scope of customer value propositions In this paper I will further elaborate on who creates value the marketer or the customer or both in a B2B context In particular I will focus on customer value propositions when value is cocreated between the supplier and the customer This paper will conclude that cocreation of value is more prevalent in all B2B markets and almost universally inherent in B2B services Furthermore since most customer value propositions are from the marketers perspective I will discuss new value propositions from the joint perspectives of both the sellers and the buyers
A62,This paper presents an eightfirm study conducted from the servicedominant logic perspective which makes a contribution regarding knowledge of the anatomy of value propositions and service innovation The paper suggests that value propositions are configurations of several different practices and resources The paper finds that ten common practices organized in three main aggregates constitute and fulfill value propositions: ie provision practices representational practices and management and organizational practices Moreover the paper suggests that service innovation can be equated with the creation of new value propositions by means of developing existing or creating new practices andor resources or by means of integrating practices and resources in new ways It identifies four types of service innovation adaptation resourcebased innovation practicebased innovation and combinative innovation and three types of service innovation processes practicebased resourcebased and combinative The key managerial insight provided by the paper is that service innovation must be conducted and value propositions must be evaluated from the perspective of the customers value creation the service that the customer experiences Successful service innovation is not only contingent on having the right resources established methods and practices for integrating these resources into attractive value propositions are also needed
A63,This paper departs from research on Public Service Logic PSL to advance a framework of public service innovation PSI by incorporating the notions of resource integration and value proposition The framework consists of three resource integration processes referred to as value creation value cocreation and value facilitation through which users and employees detect problems and suggest solutions that contribute to service innovation by creating new or by developing existing value propositions To test and illustrate the framework a study of six service innovation groups in primary care was drawn on Four aggregates of service innovation ideas were identified in the study: access patient experience physical environment and organization of work In line with the framework the findings suggest that users and employees contribute to PSI by drawing on their knowledge and experience of conducting resource integration and by detecting problems and suggesting solutions to these problems
A64,This article contributes to the emerging discipline of service science through an empirical investigation of value propositions as connections between service systems The starting point for our research is that service science is an interdisciplinary approach to the study design and implementation of service systems a service system being considered a dynamic configuration of resources people technology organisations and shared information that create and deliver value between the provider and the customer through service IfM and IBM 2008 Specifically this article investigates value propositions in the context of equipmentbased service systems Our qualitative findings identify three value proposition cycles: Recovery Availability and Outcome In so doing showing that providers offer three distinct propositions of value with three different primary transformations This research contributes to theory in service systems by identifying value propositions as multiple simultaneous and iterative connections between provider and customer systems
A65,The purpose of this paper is to advance a model for identifying the superior customer value proposition that evolves through a process of corporate transformation while simultaneously seeking to align this value proposition with regional expansion and growth of Caribbean financial firms DesignmethodologyapproachThe study utilizes a crosssectional design Telephone surveys were used to collect data from 80 financial firms and 243 customers across ten Caribbean countries Structural equations modeling was employed for data analysis FindingsThe main findings are that corporate transformation of financial firms was a significant driver of customer orientation consumer confidence quality flexibility branding and firm capability while lower prices such as interest rates fees and charges consumer confidence and branding were the key drivers of regional expansion and growth Practical implicationsThe study identified six valueadded dimensions along with price as the superior customer value proposition of financial firms These dimensions should be incorporated in the business model for transformation and growth of these firms OriginalityvalueThe study extended the literature through development of a customer value proposition model that was primarily built on Levitts 1965 product life cycle conceptualization and augmented by Porters generic strategies
A66,Based on the resourcebased view and servicedominant logic this paper tries to examine how the process of offering productcentric or knowledgecentric services can integrate heterogeneous resources so as to create customer perceived value In productcentric service supply the tangible product itself is central to the provision of an integrated set of services while in knowledgecentric service supply intangible knowledge is central to the provision of an integrated set of services The effects of the two dimensions on customer perceived value are quite different This paper examines the specific conditions under which these effects arise by highlighting the important role of customer involvement as a way of mobilizing resources between the supplier and the customer It adopts a large sample survey in the Chinese fine chemical industry The results show that the two kinds of service supply can yield shortterm economic value and technical value to buyers Longterm relational value however can only be achieved through the mediating role of shortterm value and only if customers can acquire knowledgecentric services In addition the effect of knowledgecentric service supply on technical value is stronger if the customer has a greater rather than lower extent of involvement
A67,In this qualitative study the authors apply Callons sociology of translation to examine how new technology entrepreneurs enact material arguments that involve the first two moments of translationproblematization defining a market problem and interessement defining a market and the firms relationship to itwhich in turn are represented in a claim the value proposition That emergent claim can then be represented and further changed during pitches If accepted it can then lead to the second two moments of translation: enrollment and mobilization Drawing on written materials observations and interviews we trace how these value propositions were iterated along three paths to better problematize and interesse articulating a problem and market on which a business could plausibly be built We conclude by discussing implications for understanding value propositions in entrepreneurship and more broadly using the sociology of translation to analyze emergent material consequential arguments
A68,Brand value propositions are receiving increased research attention However two key approaches to supporting the brand value propositioncertification and authenticationhave had minimal academic study We respond to this research need by defining the key concepts of certification and authentication and examining their effects in the context of branding An agenda for future research is proposed and implications for practice are suggested
A69,There is a keen interest in marketing to move away from the neoclassical market definition suggesting that markets are places where demand and supply meet to reach equilibrium In the present study markets are defined as configurations of interdependent elements market actors mental models market actors business models market practices that make an increased density of resources capabilities and value cocreation possible for the participating actors The findings of the research indicate that firms can actively alter market configurations by engaging in market scripting: offering market propositions that illustrate their view on how the market should be configured and engaging actors in activities aimed at creating a shared market view In market scripting the scripting actor aims to align the mental models and business models of other market actors so that they reinforce the mental and business models of the scripting actor and increase the ‘marketness of the market configuration
A70,Business to Business and broader marketing are increasingly influenced by the digital transformation of businessleading to the evolution of new central marketing concepts egvalue propositionsvalue co creationcustomer experiences journeys customer centricityetc Thereforeit is not surprising that important emerging marketing conceptssuch as value propositions remain ill defined We argue herein for the evolutionexpansion of the theoretical boundaries of value propositions from largely a firm centric communication marketing tool toward a concept representing a significant step in an actor's judgment & decision making processes A framework emphasizing marketing interactions is developed that reconciles much of the emerging evidence related to goal theoryperceived valueresource sharingvalue propositions and their communicationmarketing ecosystemsand the value co creation process In the proposed frameworkvalue propositions are re conceptualized as a central within subject belief about resource sharing vis à vis marketing interactions within the larger process of value co creation over time The managerial and research implications of the proposed framework are presented and discussed
A71,"Innovations in business models involve a dynamic process that makes business values resilient against market
and technology changes We propose a schema that supports predicting the effect of innovation on business
model values The schema redefines the value proposition logic in business model innovations with five primary
variables: business dependence structure, business value dominance innovation dynamics innovation domains
and innovation resources agility Based on the schema we have tested a set of hypotheses for 474 cases of
business model innovations in four textile processing technology markets We have estimated and modeled the
data using two techniques Cox modeling and temporal qualitative comparative analysis The former predicts the
business model that is destructed by innovation over time and the latter assesses the configurative conditions for
innovation during the destruction period The findings offer insights for predicting business model innovation as
a value creation platform and for predicting innovative business models in industrial technology markets"
A72,"Central to the value co creation business model is mutualistic interaction through which business value producers
propose offers and affirm the final meaning of offering values with customer experience The model treats
each upstream offering of value production merely as a part of value proposition
Thus the interaction becomes a locus key source of value co creation Contemporary literature on interactive
marketing and service research contain a myriad of theories clarifying the relevance and prominence of the
interaction However there are still limited discussions regarding how business actors may propose a new potential
value and how the actors can judge the validity of the value co creation in multi actor business environments
This study provides a literature review on two main judgment paradigms used as a means to validate
new value proposition and co-creation The two paradigms are as follows collaborative rationality that
evaluates rationales behind business actors interactions for value co creation social heuristics that concerns
group based satisficing decisions and judgments on a specific value proposition Social heuristics use social
information that does not necessarily stem from a formal accurate analysis To corroborate the theoretical
implications of the two paradigms the study analyzes a set of field case value validation processes for a novel
product life cycle management information platform The case study findings illustrate implications for collaborative
business modeling and verification on new service dominant value creation Finally the case study
presents a prescriptive framework for smarter multi actor value propositions and co-creation procedures"
A73,"In todays global supply chains third party logistics providers can play an
important role in implementing the principle of form postponement This
proposes that activities creating product variety and the associated production
mix decisions are deferred along a product family manufacturing and distribution
process as long as possible While both form postponement and third party logistics have
increasingly drawn the attention of the academic community over the last few
years less research has been carried out on form postponement supported by third party logistics providers The present
paper empirically investigates how third party logistics providers can deliver value to companies offering
product variety by providing form postponement services defined as the carrying out of
variety creating activities on behalf of these companies close to the target
markets Our findings indicate that through an form postponement service a third party logistics providers can give its
customers two different kinds of benefits either improved performance in serving
the customers existing markets or entry into new geographical markets Further
our results show that through the choice of the organisational solution for form postponement
service provision the third party logistics providers can increase form postponement value by mitigating a number of
disadvantages that the customer might incur in the case of in-house implementation
of form postponement Challenges that the 3PL needs to overcome to actually provide these
potential benefits are also identified The paper concludes by discussing the
implications of our findings for both practice and research on form postponement"
A74,"The value proposition concept while forming a central foundational premise of service dominant logic
has nevertheless been treated somewhat ambiguously. Recent work in attempting to address this has focused
through a service dominant logic lens on the reciprocal nature of value propositions Important to this work has been a
focus on communicative interactions and resource integration between network suppliers and customers
Overall value proposition thinking has not studied in detail their adoption and use in practice Considering
the compelling notion of reciprocity there have been recent calls for research to consider reciprocal value
propositions in practice. The overall aim of this paper therefore was to explore how reciprocal value propositions
are developed or not in practice at the network level The study was set in the mobile television
sector which as an internet driven sector is viewed as particularly pertinent To conduct the study
an service dominant logic and Industrial Marketing and Purchasing Group framework are integrated for the first
time A key finding is that while the reciprocal value proposition concept is theoretically intuitive it is by
no means inevitable in practice Reciprocal value propositions were found to be simultaneously constrained
and potentially enabled by these constraints in practice At an overall level this paper contributes to the
ongoing collaborative process which aims to move service dominant logic from a framework to a theory More specifically
we provide new insights into the development of reciprocal value propositions in practice"
A75,"This mixed method scoping review mapped the emergence of the term People Analytics the value propositions
offered by vendors of People Analytics tools and services and the People Analytics skillsets being sought by professionals Analysis
of academic research and online search traffic since 2002 revealed changes in the relative trajectory of People Analytics and
conceptually related terms over the past fifteen years indicating both the re branding of similar innovations and
a differentiation of priorities and communities of practice The market in commercial People Analytics tools and services is
diverse offering numerous functional and strategic benefits although published evidence of these outcomes
remains sparse Companies marketing People Analytics systems and services emphasise benefits to employers more than to
personnel. Across the sources examined, including specialised online courses People Analytics was largely aligned with HRM,
however its development reflects the shifting focus of HR departments from supporting functional to strategic
organisational requirements Consideration of ethical issues was largely absent"
A76,"value proposition was frequently being used by executives in cable business news interviews
seemingly in lieu of the terms product service or offering
especially in conjunction with digital technology Rather it
was becoming evident that it was about value creation it was accomplished through service for service exchange
and the integration of resources It followed that since value
could not be delivered firms could only propose value thus we
adopted the term value proposition This reasoning originally led to eight
foundational premises which formed the foundation for Evolving
to a New Dominant Logic for Marketing and what later became known as service-dominant logic Thus value proposition was initially treated as a projection or representation of value that could be cocreated
if the customer engaged in service exchange with the firm"
A77,"This paper aims to provide an overview of the European Journal of Marketings special
section on the Forum of Markets and Marketing Extending Service Dominant Logic
The approach takes the form of a conceptual integration of core concepts in SD logic markets and marketing This special section provides 
insight into the complexity of markets by investigating
markets as configurations and systems and how value propositions drive value co creation This introduction to the special section integrates individual
contributions toward advancing Service Dominant logic and suggests that additional research in this area will help
to develop a general theory of markets and marketing The overview of this special section provides insight into how the
development of a positive theory of the market will help to further advance normative marketing
theories and practice This overview of the special section integrates multiple perspectives on
complex dynamic systems and discusses their contributions to the development of an Service Dominant logic based
theory of the market"
A78,"Despite their promise for tackling environmental problems sustainable technologies are difficult
to move from niche to mass markets They require firms to develop innovative business models
This article focuses on how firms can develop their value propositions to increase the market
attractiveness of sustainable technologies that are economically attractive but are difficult to
commercialize The results are based on an analysis of six German utilities that developed
offers for power supply self sufficiency using photovoltaic technology The article proposes four
generic tactics firms can use to market this technology simplify mimic configure and engage
and describes and discusses how each of these tactics can help firms deliver and capture value.
The study also compares and contrasts how firms combine tactics to increase the attractiveness
of their value propositions The article contributes to the growing literature on business models
for sustainability and proposes recommendations to help sustainable innovation overcome
customer inertia"
A79,"This paper presents a practical approach for helping innovation leaders to build value
propositions that result in more sustainable businesses The Sustainable Value
Proposition Builder is a new tool developed to support the development and communication
of value propositions to multiple stakeholders participating in the process
of sustainable business model innovation"
A80,"A corporation that employs an outside in startup program needs to screen a large
number of potential startups and assess each time What is the value of the startups
offering to our business and what resources and support will the startup need so
we can actually obtain its offering However many startups are not very good at
communicating their customer value proposition in a way that helps the customer
firm making such assessments This article recommends that startups construct
two sequential value propositions The Innovative Offering Value Proposition
communicates how the startups offering creates superior value for the customer
It answers the question What is extraordinary about the startups offering that will
enable the customer to solve a significant problem it has or achieve a top priority it
has The Leveraging Assistance Value Proposition conveys what the customer firm
will get in return for providing support and resources to the startup It answers the
question What will make it worthwhile from the customers perspective to support
the startup to realize its innovative offering"
A81,"New technology based firms aim to create commercially successful products and services based on new 
technology For example a startup company may be founded to commercialize a particular technology developed 
by a university One of the key challenges is to identify which products and services are valuable for customers 
However the relevant knowledge is typically dispersed across the technology firm and potential customers 
This study explores how in this context interorganizational management accounting may support companies 
to collaborate and integrate knowledge First drawing on business marketing literature a customer value 
proposition is conceptualized as a form of interorganizational management accounting Second several case 
studies demonstrate how calculations of customer value were made by new technology based firms and they 
show that these firms had implemented particular offering changes that were informed by specific insights obtained 
from their calculations of customer value Third the study offers a theoretical lens for understanding the 
potential role of customer value propositions as integrating devices for managing knowledge across boundaries"
A82,Many larger technology incumbent companies involve smaller high tech entrepreneurial firms in their innovation processes by outsourcing the development of new products services and processes These R&D firms face the challenge of profitable technology commercialization In this context we study the use of customer value propositions and agreements based on these The problem is that it is not clear how such propositions can be structured under considerable uncertainty Real options logic seems to lend itself in principle to structuring value propositions However recent studies have discussed the organizational challenges of applying real options Hence we specifically investigate under what conditions real options logic can be an adequate base for the development of the value proposition of a small high tech entrepreneurial supplier cooperating with a large scale incumbent firm to develop new technology We provide empirical support based on two case studies Ideas for future research conclude this paper
A83,"The sharing economy as an emerging field is characterized by unsettled debates about its shared purpose and defining
characteristics of the organizations within this field. This study draws on neo-institutional theory to explore how sharing
organizations position themselves such debates with regard to the values these organizations publicly promote
to present themselves as good sharing organizations and the business model features they make visible to appear as
having the right organizational model This study examines the online self representations of 62 prototypical sharing
organizations in Germany with regard to value propositions and business model features. A semantic network analysis of
the features reveals two distinct categories of sharing organizations grassroots initiatives and platform based organizations
By showing how value propositions and business model features are linked in the sharing economy the findings indicate the
different legitimation strategies of grassroots initiatives and platform-based organizations, which we term sustainability by
model and sustainability by feature These findings broaden our understanding of the strategies that organizations apply
to cope with societal expectations in the emerging sharing economy"
A84,"This study examines how retailers leverage multiple channel strategies in relation to their
customer value propositions More specifically the purpose of this paper is to identify and analyze
how multi cross and omni channel customer value propositions differ in terms of how they create value and which types of
shopping motivations they aim to satisfy This conceptual paper presents and synthesizes three theoretical
discussions pertaining to consumer shopping motivations customer value propositions and multiple channel retailing strategies
into a tentative conceptual framework. Nine case examples are used to illustrate three different channel
strategies multi channel cross channel and omni channel retailing A tentative framework for understanding retailers channel strategies is suggested
Practical implications Retailers will benefit from a structured and synthesized understanding of the
differences between multiple-channel strategies and their links to customer value propositions This paper introduces and integrates the concept of customer value propositions with the literature on multichannel
retailing strategies"
